==6243== Memcheck, a memory error detector
==6243== Copyright (C) 2002-2017, and GNU GPL'd, by Julian Seward et al.
==6243== Using Valgrind-3.13.0 and LibVEX; rerun with -h for copyright info
==6243== Command: ./bank input-1.txt
Account #4659001911688512 balance: 1186429.774740
Account #6847226299857821 balance: 1212055.606080
Account #0793710490620664 balance: 4306154.382280
Account #2076962079974167 balance: 3715185.813600
Account #7966380955913694 balance: 2470521.937940
Account #0793710490620664 balance: 4304983.222280
Account #3491588839892013 balance: 3533655.028100
Account #7966380955913694 balance: 2470952.607940
Account #7966380955913694 balance: 2470952.607940
Account #2076962079974167 balance: 3713978.243600
Account #4659001911688512 balance: 1187099.854740
Account #1093278990669429 balance: 1583438.421080
Account #8028716243309826 balance: 1763869.286300
Account #0793710490620664 balance: 4304716.402280
Account #0793710490620664 balance: 4304716.402280
Account #7966380955913694 balance: 2471300.267940
Account #8255171551994747 balance: 2949856.781850
Account #0793710490620664 balance: 4302272.122280
Account #9980216556183046 balance: 2340410.594380
Account #8028716243309826 balance: 1763318.746300
Account #1093278990669429 balance: 1584859.171080
Account #1093278990669429 balance: 1586559.121080
Account #0793710490620664 balance: 4306859.162280
Account #6847226299857821 balance: 1212836.286080
Account #4659001911688512 balance: 1187910.734740
Account #8255171551994747 balance: 2951639.921850
Account #6847226299857821 balance: 1212051.656080
Account #7966380955913694 balance: 2469788.357940
Account #2076962079974167 balance: 3706661.643600
Account #8255171551994747 balance: 2949757.191850
Account #9980216556183046 balance: 2341452.614380
Account #2076962079974167 balance: 3697042.853600
Account #8028716243309826 balance: 1768618.466300
Account #3491588839892013 balance: 3541267.148100
Account #1093278990669429 balance: 1592094.241080
Account #3491588839892013 balance: 3538306.688100
Account #4659001911688512 balance: 1192883.884740
Account #8255171551994747 balance: 2950437.001850
Account #8255171551994747 balance: 2954265.561850
Account #8255171551994747 balance: 2956449.311850
Account #8255171551994747 balance: 2956449.311850
Account #8028716243309826 balance: 1767403.846300
Account #8028716243309826 balance: 1767403.846300
Account #6847226299857821 balance: 1229159.806080
Account #4659001911688512 balance: 1189879.804740
Account #1093278990669429 balance: 1589364.221080
Account #8028716243309826 balance: 1768608.956300
Account #8028716243309826 balance: 1767659.836300
Account #6847226299857821 balance: 1231392.606080
Account #1093278990669429 balance: 1589012.991080
Account #7966380955913694 balance: 2462068.287940
Account #7966380955913694 balance: 2461849.107940
Account #9980216556183046 balance: 2344740.854380
Account #6847226299857821 balance: 1225709.026080
Account #6847226299857821 balance: 1225709.026080
Account #4659001911688512 balance: 1182557.524740
Account #8255171551994747 balance: 2954128.421850
Account #6847226299857821 balance: 1231734.316080
Account #6847226299857821 balance: 1231734.316080
Account #2076962079974167 balance: 3699637.133600
Account #9980216556183046 balance: 2343498.284380
Account #8255171551994747 balance: 2955157.471850
Account #8028716243309826 balance: 1770997.096300
Account #4659001911688512 balance: 1184985.634740
Account #8255171551994747 balance: 2952889.661850
Account #6847226299857821 balance: 1233239.856080
Account #8255171551994747 balance: 2953971.791850
Account #6847226299857821 balance: 1234882.056080
Account #7966380955913694 balance: 2465211.517940
Account #2076962079974167 balance: 3704034.083600
Account #8028716243309826 balance: 1772996.916300
Account #8028716243309826 balance: 1772996.916300
Account #8028716243309826 balance: 1772996.916300
Account #4659001911688512 balance: 1188778.904740
Account #2076962079974167 balance: 3705144.053600
Account #2076962079974167 balance: 3705144.053600
Account #8028716243309826 balance: 1772996.916300
Account #4659001911688512 balance: 1188878.094740
Account #7966380955913694 balance: 2462992.177940
Account #0793710490620664 balance: 4292726.082280
Account #8255171551994747 balance: 2954979.641850
Account #0793710490620664 balance: 4296664.492280
Account #7966380955913694 balance: 2461303.757940
Account #3491588839892013 balance: 3536622.858100
Account #8255171551994747 balance: 2956298.231850
Account #2076962079974167 balance: 3699691.463600
Account #1093278990669429 balance: 1591928.201080
Account #9980216556183046 balance: 2334872.104380
Account #8028716243309826 balance: 1776140.686300
Account #3491588839892013 balance: 3542787.938100
Account #9980216556183046 balance: 2332400.394380
Account #9980216556183046 balance: 2331409.294380
Account #8028716243309826 balance: 1776980.346300
Account #2076962079974167 balance: 3702960.473600
Account #3491588839892013 balance: 3544404.078100
Account #8028716243309826 balance: 1778018.086300
Account #9980216556183046 balance: 2324732.114380
Account #7966380955913694 balance: 2447486.547940
Account #1093278990669429 balance: 1583248.921080
Account #4659001911688512 balance: 1190342.004740
Account #6847226299857821 balance: 1252766.136080
Account #6847226299857821 balance: 1252766.136080
Account #3491588839892013 balance: 3539919.538100
Account #7966380955913694 balance: 2448668.757940
Account #6847226299857821 balance: 1255283.726080
Account #9980216556183046 balance: 2326003.534380
Account #7966380955913694 balance: 2448468.657940
Account #1093278990669429 balance: 1583036.651080
Account #7966380955913694 balance: 2448468.657940
Account #9980216556183046 balance: 2330345.744380
Account #8255171551994747 balance: 2959373.041850
Account #3491588839892013 balance: 3530539.128100
Account #6847226299857821 balance: 1255294.736080
Account #0793710490620664 balance: 4289496.862280
Account #8255171551994747 balance: 2958672.041850
Account #9980216556183046 balance: 2335707.634380
Account #0793710490620664 balance: 4289909.422280
Account #0793710490620664 balance: 4289909.422280
Account #4659001911688512 balance: 1198471.654740
Account #0793710490620664 balance: 4289909.422280
Account #6847226299857821 balance: 1256838.716080
Account #6847226299857821 balance: 1256838.716080
Account #6847226299857821 balance: 1256838.716080
Account #7966380955913694 balance: 2437859.307940
Account #8028716243309826 balance: 1782441.586300
Account #1093278990669429 balance: 1592739.111080
Account #9980216556183046 balance: 2330683.534380
Account #9980216556183046 balance: 2330683.534380
Account #7966380955913694 balance: 2439066.097940
Account #0793710490620664 balance: 4286297.862280
Account #7966380955913694 balance: 2438859.237940
Account #0793710490620664 balance: 4284623.252280
Account #2076962079974167 balance: 3686906.733600
Account #8255171551994747 balance: 2961106.091850
Account #6847226299857821 balance: 1259955.706080
Account #6847226299857821 balance: 1259955.706080
Account #1093278990669429 balance: 1595237.511080
Account #1093278990669429 balance: 1595590.781080
Account #6847226299857821 balance: 1271139.606080
Account #6847226299857821 balance: 1271139.606080
Account #8255171551994747 balance: 2960676.391850
Account #8028716243309826 balance: 1785835.846300
Account #7966380955913694 balance: 2434286.327940
Account #7966380955913694 balance: 2433725.977940
Account #0793710490620664 balance: 4275427.262280
Account #4659001911688512 balance: 1206385.754740
Account #7966380955913694 balance: 2433725.977940
Account #4659001911688512 balance: 1206519.954740
Account #4659001911688512 balance: 1206519.954740
Account #8255171551994747 balance: 2956429.591850
Account #3491588839892013 balance: 3527010.578100
Account #0793710490620664 balance: 4275049.442280
Account #1093278990669429 balance: 1602070.471080
Account #4659001911688512 balance: 1208929.554740
Account #1093278990669429 balance: 1594481.451080
Account #2076962079974167 balance: 3688774.993600
Account #2076962079974167 balance: 3687860.143600
Account #8028716243309826 balance: 1785791.066300
Account #9980216556183046 balance: 2324888.804380
Account #7966380955913694 balance: 2431069.967940
Account #6847226299857821 balance: 1276533.766080
Account #8255171551994747 balance: 2963411.121850
Account #1093278990669429 balance: 1589098.341080
Account #9980216556183046 balance: 2320130.284380
Account #8028716243309826 balance: 1784623.296300
Account #3491588839892013 balance: 3535174.708100
Account #7966380955913694 balance: 2431670.917940
Account #9980216556183046 balance: 2316476.534380
Account #7966380955913694 balance: 2432189.617940
Account #4659001911688512 balance: 1213073.924740
Account #3491588839892013 balance: 3533965.608100
Account #4659001911688512 balance: 1210123.944740
Account #0793710490620664 balance: 4282138.742280
Account #1093278990669429 balance: 1590683.121080
Account #2076962079974167 balance: 3688409.123600
Account #7966380955913694 balance: 2429949.767940
Account #4659001911688512 balance: 1211014.484740
Account #3491588839892013 balance: 3536164.858100
Account #1093278990669429 balance: 1590722.401080
Account #6847226299857821 balance: 1272204.956080
Account #3491588839892013 balance: 3534894.178100
Account #1093278990669429 balance: 1590332.761080
Account #9980216556183046 balance: 2316478.804380
Account #2076962079974167 balance: 3700927.863600
Account #6847226299857821 balance: 1274380.836080
Account #0793710490620664 balance: 4283583.492280
Account #7966380955913694 balance: 2426935.817940
Account #3491588839892013 balance: 3532279.648100
Account #3491588839892013 balance: 3533622.098100
Account #9980216556183046 balance: 2316413.414380
Account #8028716243309826 balance: 1787746.516300
Account #2076962079974167 balance: 3703065.153600
Account #6847226299857821 balance: 1276785.146080
Account #3491588839892013 balance: 3536530.338100
Account #3491588839892013 balance: 3536483.538100
Account #3491588839892013 balance: 3536483.538100
Account #6847226299857821 balance: 1284768.076080
Account #8028716243309826 balance: 1788486.496300
Account #0793710490620664 balance: 4279076.932280
Account #8255171551994747 balance: 2963114.521850
Account #4659001911688512 balance: 1207009.164740
Account #3491588839892013 balance: 3540984.218100
Account #0793710490620664 balance: 4278579.002280
Account #4659001911688512 balance: 1206448.424740
Account #3491588839892013 balance: 3540554.678100
Account #6847226299857821 balance: 1295494.226080
Account #6847226299857821 balance: 1295494.226080
Account #3491588839892013 balance: 3540108.858100
Account #8255171551994747 balance: 2962262.801850
Account #9980216556183046 balance: 2317372.434380
Account #2076962079974167 balance: 3696059.633600
Account #8255171551994747 balance: 2963374.861850
Account #2076962079974167 balance: 3694024.363600
Account #4659001911688512 balance: 1202559.954740
Account #6847226299857821 balance: 1297981.756080
Account #3491588839892013 balance: 3532167.358100
Account #2076962079974167 balance: 3691428.083600
Account #3491588839892013 balance: 3532583.088100
Account #1093278990669429 balance: 1584781.431080
Account #4659001911688512 balance: 1202593.034740
Account #7966380955913694 balance: 2435429.417940
Account #1093278990669429 balance: 1584800.191080
Account #7966380955913694 balance: 2435643.427940
Account #3491588839892013 balance: 3534836.838100
Account #0793710490620664 balance: 4269516.962280
Account #8255171551994747 balance: 2962595.241850
Account #9980216556183046 balance: 2312249.684380
Account #7966380955913694 balance: 2436734.087940
Account #7966380955913694 balance: 2435341.727940
Account #8255171551994747 balance: 2956903.071850
Account #1093278990669429 balance: 1590384.851080
Account #6847226299857821 balance: 1300644.996080
Account #1093278990669429 balance: 1590528.631080
Account #4659001911688512 balance: 1214967.324740
Account #8255171551994747 balance: 2954145.151850
Account #1093278990669429 balance: 1591950.841080
Account #9980216556183046 balance: 2304884.064380
Account #7966380955913694 balance: 2436471.987940
Account #2076962079974167 balance: 3683011.623600
Account #0793710490620664 balance: 4272472.972280
Account #3491588839892013 balance: 3531870.088100
Account #2076962079974167 balance: 3686606.883600
Account #8255171551994747 balance: 2949992.531850
Account #7966380955913694 balance: 2438941.737940
Account #8255171551994747 balance: 2949992.531850
Account #8255171551994747 balance: 2949992.531850
Account #0793710490620664 balance: 4270013.502280
Account #4659001911688512 balance: 1216285.074740
Account #9980216556183046 balance: 2297123.984380
Account #9980216556183046 balance: 2295808.984380
Account #6847226299857821 balance: 1307280.576080
Account #0793710490620664 balance: 4267387.212280
Account #3491588839892013 balance: 3530226.228100
Account #3491588839892013 balance: 3530226.228100
Account #9980216556183046 balance: 2296379.144380
Account #3491588839892013 balance: 3528751.238100
Account #9980216556183046 balance: 2298151.374380
Account #6847226299857821 balance: 1307728.456080
Account #0793710490620664 balance: 4268624.592280
Account #1093278990669429 balance: 1594654.891080
Account #0793710490620664 balance: 4268603.092280
Account #2076962079974167 balance: 3680072.143600
Account #0793710490620664 balance: 4268603.092280
Account #1093278990669429 balance: 1595384.251080
Account #9980216556183046 balance: 2303118.694380
Account #6847226299857821 balance: 1313400.796080
Account #6847226299857821 balance: 1312604.876080
Account #4659001911688512 balance: 1216125.634740
Account #4659001911688512 balance: 1214617.724740
Account #6847226299857821 balance: 1310539.106080
Account #9980216556183046 balance: 2304662.484380
Account #3491588839892013 balance: 3524413.358100
Account #8255171551994747 balance: 2952789.601850
Account #7966380955913694 balance: 2435622.437940
Account #4659001911688512 balance: 1215050.224740
Account #1093278990669429 balance: 1604245.021080
Account #1093278990669429 balance: 1604245.021080
Account #0793710490620664 balance: 4263955.962280
Account #9980216556183046 balance: 2295719.434380
Account #8255171551994747 balance: 2957870.211850
Account #9980216556183046 balance: 2295719.434380
Account #0793710490620664 balance: 4264978.592280
Account #7966380955913694 balance: 2438913.997940
Account #7966380955913694 balance: 2438913.997940
Account #9980216556183046 balance: 2298525.444380
Account #2076962079974167 balance: 3667700.853600
Account #1093278990669429 balance: 1594449.351080
Account #7966380955913694 balance: 2443432.717940
Account #0793710490620664 balance: 4269221.212280
Account #3491588839892013 balance: 3529015.858100
Account #0793710490620664 balance: 4268413.722280
Account #6847226299857821 balance: 1317902.626080
Account #1093278990669429 balance: 1594700.941080
Account #3491588839892013 balance: 3528360.978100
Account #7966380955913694 balance: 2450025.437940
Account #8028716243309826 balance: 1794156.856300
Account #0793710490620664 balance: 4266592.322280
Account #1093278990669429 balance: 1594279.871080
Account #0793710490620664 balance: 4264615.962280
Account #9980216556183046 balance: 2296197.114380
Account #7966380955913694 balance: 2453860.887940
Account #4659001911688512 balance: 1222677.624740
Account #2076962079974167 balance: 3662779.803600
Account #9980216556183046 balance: 2297311.304380
Account #8255171551994747 balance: 2953848.311850
Account #3491588839892013 balance: 3523369.418100
Account #1093278990669429 balance: 1590703.901080
Account #3491588839892013 balance: 3527694.948100
Account #8255171551994747 balance: 2952984.541850
Account #1093278990669429 balance: 1594789.051080
Account #3491588839892013 balance: 3528496.588100
Account #1093278990669429 balance: 1597370.111080
Account #2076962079974167 balance: 3646596.803600
Account #9980216556183046 balance: 2306546.654380
Account #3491588839892013 balance: 3516935.268100
Account #4659001911688512 balance: 1222688.104740
Account #1093278990669429 balance: 1598651.451080
Account #0793710490620664 balance: 4259026.002280
Account #9980216556183046 balance: 2303938.064380
Account #6847226299857821 balance: 1325503.466080
Account #4659001911688512 balance: 1225254.304740
Account #2076962079974167 balance: 3646189.803600
Account #8028716243309826 balance: 1794243.386300
Account #8028716243309826 balance: 1794243.386300
Account #7966380955913694 balance: 2452322.437940
Account #4659001911688512 balance: 1232504.654740
Account #6847226299857821 balance: 1325627.556080
Account #2076962079974167 balance: 3644265.733600
Account #9980216556183046 balance: 2305339.394380
Account #8028716243309826 balance: 1794243.386300
Account #8255171551994747 balance: 2952671.741850
Account #0793710490620664 balance: 4250989.982280
Account #9980216556183046 balance: 2299069.354380
Account #7966380955913694 balance: 2455037.037940
Account #3491588839892013 balance: 3518098.778100
Account #6847226299857821 balance: 1335351.716080
Account #1093278990669429 balance: 1597980.721080
Account #6847226299857821 balance: 1335351.716080
Account #8028716243309826 balance: 1794899.046300
Account #6847226299857821 balance: 1338725.696080
Account #2076962079974167 balance: 3654280.813600
Account #0793710490620664 balance: 4247535.132280
Account #6847226299857821 balance: 1338778.526080
Account #4659001911688512 balance: 1225869.634740
Account #9980216556183046 balance: 2291427.404380
Account #1093278990669429 balance: 1600692.461080
Account #1093278990669429 balance: 1600692.461080
Account #2076962079974167 balance: 3649809.483600
Account #0793710490620664 balance: 4246713.422280
Account #7966380955913694 balance: 2453208.527940
Account #2076962079974167 balance: 3653101.373600
Account #7966380955913694 balance: 2455207.267940
Account #1093278990669429 balance: 1599632.731080
Account #8255171551994747 balance: 2943019.141850
Account #0793710490620664 balance: 4247263.032280
Account #7966380955913694 balance: 2452465.197940
Account #1093278990669429 balance: 1600608.481080
Account #7966380955913694 balance: 2452489.027940
Account #8255171551994747 balance: 2945620.031850
Account #8255171551994747 balance: 2945899.541850
Account #3491588839892013 balance: 3499853.518100
Account #1093278990669429 balance: 1602539.281080
Account #0793710490620664 balance: 4247629.052280
Account #6847226299857821 balance: 1337378.796080
Account #0793710490620664 balance: 4249623.362280
Account #8255171551994747 balance: 2950419.081850
Account #2076962079974167 balance: 3663873.733600
Account #0793710490620664 balance: 4248408.752280
Account #3491588839892013 balance: 3491963.528100
Account #3491588839892013 balance: 3491963.528100
Account #4659001911688512 balance: 1233030.654740
Account #9980216556183046 balance: 2282879.454380
Account #1093278990669429 balance: 1605058.001080
Account #6847226299857821 balance: 1338758.746080
Account #2076962079974167 balance: 3667520.083600
Account #7966380955913694 balance: 2439089.617940
Account #0793710490620664 balance: 4251716.722280
Account #2076962079974167 balance: 3666911.843600
Account #4659001911688512 balance: 1231651.674740
Account #8028716243309826 balance: 1799549.726300
Account #3491588839892013 balance: 3493531.378100
Account #2076962079974167 balance: 3665507.383600
Account #6847226299857821 balance: 1348929.546080
Account #2076962079974167 balance: 3667843.643600
Account #2076962079974167 balance: 3665867.673600
Account #3491588839892013 balance: 3491957.768100
Account #9980216556183046 balance: 2276093.234380
Account #3491588839892013 balance: 3490010.148100
Account #7966380955913694 balance: 2437579.307940
Account #3491588839892013 balance: 3490655.648100
Account #8028716243309826 balance: 1801156.266300
Account #7966380955913694 balance: 2438674.787940
Account #6847226299857821 balance: 1347712.466080
Account #6847226299857821 balance: 1347712.466080
Account #0793710490620664 balance: 4257473.022280
Account #0793710490620664 balance: 4257473.022280
Account #8255171551994747 balance: 2942281.301850
Account #3491588839892013 balance: 3496673.788100
Account #8028716243309826 balance: 1799205.536300
Account #6847226299857821 balance: 1351235.066080
Account #0793710490620664 balance: 4257098.502280
Account #2076962079974167 balance: 3665005.193600
Account #1093278990669429 balance: 1604722.621080
Account #7966380955913694 balance: 2434537.517940
Account #0793710490620664 balance: 4255243.342280
Account #1093278990669429 balance: 1603732.411080
Account #8255171551994747 balance: 2942777.471850
Account #1093278990669429 balance: 1601849.351080
Account #9980216556183046 balance: 2278370.174380
Account #0793710490620664 balance: 4256225.252280
Account #3491588839892013 balance: 3495251.538100
Account #4659001911688512 balance: 1242773.404740
Account #8028716243309826 balance: 1798852.226300
Account #2076962079974167 balance: 3669899.603600
Account #9980216556183046 balance: 2280408.934380
Account #0793710490620664 balance: 4256425.352280
Account #2076962079974167 balance: 3672596.273600
Account #8028716243309826 balance: 1799342.826300
Account #2076962079974167 balance: 3676367.363600
Account #2076962079974167 balance: 3675638.113600
Account #7966380955913694 balance: 2433274.307940
Account #4659001911688512 balance: 1240980.944740
Account #6847226299857821 balance: 1354248.716080
Account #6847226299857821 balance: 1351267.906080
Account #4659001911688512 balance: 1240113.414740
Account #3491588839892013 balance: 3486686.948100
Account #0793710490620664 balance: 4253180.902280
Account #3491588839892013 balance: 3481385.398100
Account #8028716243309826 balance: 1798528.766300
Account #1093278990669429 balance: 1591124.711080
Account #6847226299857821 balance: 1358321.086080
Account #8255171551994747 balance: 2935293.981850
Account #8255171551994747 balance: 2937126.231850
Account #9980216556183046 balance: 2280562.474380
Account #4659001911688512 balance: 1239906.054740
Account #0793710490620664 balance: 4248423.112280
Account #9980216556183046 balance: 2279506.404380
Account #3491588839892013 balance: 3483546.178100
Account #4659001911688512 balance: 1240387.194740
Account #0793710490620664 balance: 4251249.462280
Account #4659001911688512 balance: 1243854.204740
Account #1093278990669429 balance: 1594213.581080
Account #8255171551994747 balance: 2924417.471850
Account #8255171551994747 balance: 2924417.471850
Account #4659001911688512 balance: 1243854.204740
Account #9980216556183046 balance: 2282506.264380
Account #4659001911688512 balance: 1243894.224740
Account #4659001911688512 balance: 1243894.224740
Account #9980216556183046 balance: 2283689.724380
Account #9980216556183046 balance: 2285670.394380
Account #7966380955913694 balance: 2429734.307940
Account #4659001911688512 balance: 1243520.854740
Account #6847226299857821 balance: 1354055.646080
Account #8028716243309826 balance: 1801060.666300
Account #8028716243309826 balance: 1801060.666300
Account #0793710490620664 balance: 4252998.252280
Account #7966380955913694 balance: 2436978.597940
Account #6847226299857821 balance: 1359465.886080
Account #7966380955913694 balance: 2436002.877940
Account #1093278990669429 balance: 1598750.061080
Account #9980216556183046 balance: 2282951.284380
Account #3491588839892013 balance: 3493235.208100
Account #7966380955913694 balance: 2436982.097940
Account #1093278990669429 balance: 1596554.701080
Account #9980216556183046 balance: 2282238.094380
Account #3491588839892013 balance: 3486423.048100
Account #8028716243309826 balance: 1797507.146300
Account #8028716243309826 balance: 1797507.146300
Account #2076962079974167 balance: 3659322.313600
Account #6847226299857821 balance: 1366729.176080
Account #8255171551994747 balance: 2919004.831850
Account #8255171551994747 balance: 2921293.001850
Account #4659001911688512 balance: 1257969.104740
Account #2076962079974167 balance: 3660611.083600
Account #3491588839892013 balance: 3490610.718100
Account #7966380955913694 balance: 2431902.237940
Account #3491588839892013 balance: 3490492.328100
Account #8255171551994747 balance: 2920342.181850
Account #9980216556183046 balance: 2285173.344380
Account #0793710490620664 balance: 4241118.092280
Account #7966380955913694 balance: 2427830.227940
Account #6847226299857821 balance: 1364413.776080
Account #9980216556183046 balance: 2289129.474380
Account #7966380955913694 balance: 2427244.827940
Account #2076962079974167 balance: 3666328.493600
Account #9980216556183046 balance: 2291642.254380
Account #9980216556183046 balance: 2291805.864380
Account #6847226299857821 balance: 1365708.606080
Account #0793710490620664 balance: 4239484.822280
Account #0793710490620664 balance: 4239484.822280
Account #2076962079974167 balance: 3668909.493600
Account #6847226299857821 balance: 1365277.766080
Account #1093278990669429 balance: 1606397.791080
Account #7966380955913694 balance: 2429379.317940
Account #3491588839892013 balance: 3483265.378100
Account #3491588839892013 balance: 3483628.418100
Account #3491588839892013 balance: 3482207.168100
Account #8028716243309826 balance: 1802397.206300
Account #8028716243309826 balance: 1802397.206300
Account #0793710490620664 balance: 4239286.372280
Account #9980216556183046 balance: 2289237.404380
Account #4659001911688512 balance: 1255909.674740
Account #8255171551994747 balance: 2928533.051850
Account #6847226299857821 balance: 1371036.976080
Account #3491588839892013 balance: 3480508.258100
Account #0793710490620664 balance: 4240050.012280
Account #7966380955913694 balance: 2428218.907940
Account #8028716243309826 balance: 1802268.016300
Account #8255171551994747 balance: 2928630.121850
Account #1093278990669429 balance: 1603131.171080
Account #6847226299857821 balance: 1378289.666080
Account #0793710490620664 balance: 4247228.942280
Account #8028716243309826 balance: 1801266.586300
Account #9980216556183046 balance: 2284064.994380
Account #7966380955913694 balance: 2429784.177940
Account #7966380955913694 balance: 2429784.177940
Account #6847226299857821 balance: 1378637.626080
Account #8028716243309826 balance: 1799807.636300
Account #9980216556183046 balance: 2286030.164380
Account #0793710490620664 balance: 4252134.432280
Account #2076962079974167 balance: 3662848.673600
Account #9980216556183046 balance: 2284661.664380
Account #4659001911688512 balance: 1258175.114740
Account #8028716243309826 balance: 1799376.216300
Account #7966380955913694 balance: 2431002.387940
Account #0793710490620664 balance: 4254524.032280
Account #8028716243309826 balance: 1800906.146300
Account #0793710490620664 balance: 4254524.032280
Account #8255171551994747 balance: 2929168.671850
Account #3491588839892013 balance: 3476517.108100
Account #0793710490620664 balance: 4255720.772280
Account #6847226299857821 balance: 1370756.126080
Account #9980216556183046 balance: 2288770.214380
Account #8255171551994747 balance: 2917466.881850
Account #4659001911688512 balance: 1260559.814740
Account #4659001911688512 balance: 1259499.594740
Account #9980216556183046 balance: 2288661.304380
Account #2076962079974167 balance: 3659023.413600
Account #2076962079974167 balance: 3656781.183600
Account #4659001911688512 balance: 1262812.134740
Account #6847226299857821 balance: 1376281.256080
Account #8028716243309826 balance: 1803693.706300
Account #8028716243309826 balance: 1803693.706300
Account #9980216556183046 balance: 2288539.514380
Account #9980216556183046 balance: 2287991.754380
Account #2076962079974167 balance: 3651059.813600
Account #1093278990669429 balance: 1592598.681080
Account #8255171551994747 balance: 2920883.971850
Account #1093278990669429 balance: 1595075.921080
Account #8028716243309826 balance: 1805740.786300
Account #0793710490620664 balance: 4254109.552280
Account #1093278990669429 balance: 1598636.631080
Account #9980216556183046 balance: 2290994.894380
Account #8255171551994747 balance: 2919092.081850
Account #7966380955913694 balance: 2431734.047940
Account #0793710490620664 balance: 4251918.662280
Account #1093278990669429 balance: 1589674.861080
Account #0793710490620664 balance: 4251517.902280
Account #1093278990669429 balance: 1588944.241080
Account #2076962079974167 balance: 3656834.373600
Account #3491588839892013 balance: 3492037.398100
Account #2076962079974167 balance: 3660406.923600
Account #8028716243309826 balance: 1805786.316300
Account #7966380955913694 balance: 2426622.417940
Account #4659001911688512 balance: 1273925.634740
Account #4659001911688512 balance: 1272898.854740
Account #8028716243309826 balance: 1805467.496300
Account #3491588839892013 balance: 3497269.018100
Account #1093278990669429 balance: 1594174.001080
Account #2076962079974167 balance: 3658974.823600
Account #0793710490620664 balance: 4246412.082280
Account #6847226299857821 balance: 1379775.126080
Account #8255171551994747 balance: 2926811.891850
Account #4659001911688512 balance: 1275297.314740
Account #3491588839892013 balance: 3500864.968100
Account #8255171551994747 balance: 2926811.891850
Account #7966380955913694 balance: 2418352.217940
Account #8255171551994747 balance: 2926811.891850
Account #0793710490620664 balance: 4248372.202280
Account #3491588839892013 balance: 3498384.018100
Account #4659001911688512 balance: 1276277.274740
Account #7966380955913694 balance: 2417063.967940
Account #9980216556183046 balance: 2270458.354380
Account #2076962079974167 balance: 3660216.963600
Account #4659001911688512 balance: 1277181.024740
Account #3491588839892013 balance: 3502183.198100
Account #3491588839892013 balance: 3502921.918100
Account #1093278990669429 balance: 1594886.411080
Account #0793710490620664 balance: 4244447.572280
Account #2076962079974167 balance: 3660736.283600
Account #9980216556183046 balance: 2268434.164380
Account #9980216556183046 balance: 2267720.764380
Account #7966380955913694 balance: 2413928.867940
Account #1093278990669429 balance: 1592971.801080
Account #2076962079974167 balance: 3658178.393600
Account #1093278990669429 balance: 1591861.671080
Account #0793710490620664 balance: 4242474.622280
Account #7966380955913694 balance: 2415654.587940
Account #7966380955913694 balance: 2414685.147940
Account #8255171551994747 balance: 2921887.561850
Account #9980216556183046 balance: 2266227.444380
Account #6847226299857821 balance: 1387439.906080
Account #1093278990669429 balance: 1587181.381080
Account #8028716243309826 balance: 1812747.176300
Account #1093278990669429 balance: 1588176.211080
Account #7966380955913694 balance: 2410907.737940
Account #9980216556183046 balance: 2267970.544380
Account #9980216556183046 balance: 2267970.544380
Account #8028716243309826 balance: 1813252.826300
Account #1093278990669429 balance: 1586570.951080
Account #4659001911688512 balance: 1285719.694740
Account #3491588839892013 balance: 3501670.798100
Account #9980216556183046 balance: 2270000.814380
Account #4659001911688512 balance: 1284340.374740
Account #2076962079974167 balance: 3662879.453600
Account #2076962079974167 balance: 3660903.743600
Account #3491588839892013 balance: 3495664.558100
Account #4659001911688512 balance: 1284019.634740
Account #7966380955913694 balance: 2406125.367940
Account #1093278990669429 balance: 1589076.981080
Account #6847226299857821 balance: 1386588.886080
Account #6847226299857821 balance: 1386588.886080
Account #7966380955913694 balance: 2401709.487940
Account #4659001911688512 balance: 1284440.664740
Account #7966380955913694 balance: 2401513.347940
Account #2076962079974167 balance: 3662372.033600
Account #2076962079974167 balance: 3660597.283600
Account #7966380955913694 balance: 2401262.717940
Account #1093278990669429 balance: 1590512.101080
Account #9980216556183046 balance: 2269686.524380
Account #1093278990669429 balance: 1592252.811080
Account #7966380955913694 balance: 2400561.637940
Account #8028716243309826 balance: 1813296.236300
Account #7966380955913694 balance: 2401001.787940
Account #7966380955913694 balance: 2397948.007940
Account #3491588839892013 balance: 3494832.328100
Account #8255171551994747 balance: 2926922.401850
Account #3491588839892013 balance: 3496285.688100
Account #2076962079974167 balance: 3655606.513600
Account #0793710490620664 balance: 4248397.662280
Account #6847226299857821 balance: 1390380.176080
Account #1093278990669429 balance: 1590639.621080
Account #8255171551994747 balance: 2929076.511850
Account #4659001911688512 balance: 1300019.644740
Account #9980216556183046 balance: 2261885.464380
Account #8028716243309826 balance: 1813648.976300
Account #6847226299857821 balance: 1389421.816080
Account #9980216556183046 balance: 2260534.234380
Account #4659001911688512 balance: 1303161.394740
Account #3491588839892013 balance: 3500960.868100
Account #2076962079974167 balance: 3658625.033600
Account #9980216556183046 balance: 2259146.224380
Account #0793710490620664 balance: 4240116.612280
Account #0793710490620664 balance: 4237845.502280
Account #8028716243309826 balance: 1814929.366300
Account #6847226299857821 balance: 1387972.566080
Account #6847226299857821 balance: 1389987.966080
Account #8028716243309826 balance: 1813645.786300
Account #8255171551994747 balance: 2931006.721850
Account #7966380955913694 balance: 2399808.607940
Account #2076962079974167 balance: 3656000.993600
